,item_identifyer,tangram,scene,raw_annotation,clean_annotation,head_noun,wn_lemma,selected_synset,synset_definition,tangram_id,item_id,image_url,partition_name,workspace_name,tangram_pos,order_idx,time_delta
1674,33-bedroom-sws2_9,page4-157,bedroom,bed,bed,bed,bed,bed.n.01,a piece of furniture that provides a place to sleep,33,366,366_grid_tr.png,sws2,sws2_9,tr,21,290.84584
1675,33-bedroom-sws2_0,page4-157,bedroom,"House
",house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,366,366_grid_tr.png,sws2,sws2_0,tr,4,316.99093
1676,33-bedroom-sws2_1,page4-157,bedroom,ENVELOPE,envelope,envelope,envelope,envelope.n.01,"a flat (usually rectangular) container for a letter, thin package, etc.",33,366,366_grid_tr.png,sws2,sws2_1,tr,2,110.269363
1677,33-bedroom-sws2_2,page4-157,bedroom,cozy bedroom,cozy bedroom,bedroom,bedroom,bedroom.n.01,a room used primarily for sleeping,33,366,366_grid_tr.png,sws2,sws2_2,tr,12,409.938763
1678,33-bedroom-sws2_3,page4-157,bedroom,spaceship.,spaceship,spaceship,starship,starship.n.01,a spacecraft designed to carry a crew into interstellar space (especially in science fiction),33,366,366_grid_tr.png,sws2,sws2_3,tr,5,67.080481
1679,33-bedroom-sws2_4,page4-157,bedroom,nightstand,nightstand,nightstand,cabinet,cabinet.n.01,a piece of furniture resembling a cupboard with doors and shelves and drawers; for storage or display,33,366,366_grid_tr.png,sws2,sws2_4,tr,6,20.387484
1680,33-forest-sws6_17,page4-157,forest,an outdoor stove with a small cover,outdoor stove with a small cover,outdoor stove,stove,stove.n.02,any heating apparatus,33,368,368_grid_br.png,sws6,sws6_17,br,16,637.160199
1681,33-forest-sws6_19,page4-157,forest,Tent,tent,tent,tent,tent.n.01,a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs),33,368,368_grid_br.png,sws6,sws6_19,br,26,864.264085
1682,33-forest-sws6_23,page4-157,forest,barbecue grill,barbecue grill,barbecue grill,barbecue,barbecue.n.03,a rack to hold meat for cooking over hot charcoal usually out of doors,33,368,368_grid_br.png,sws6,sws6_23,br,27,577.986631
1683,33-forest-sws6_5,page4-157,forest,House,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,368,368_grid_br.png,sws6,sws6_5,br,10,126.700818
1684,33-forest-sws6_9,page4-157,forest,House,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,368,368_grid_br.png,sws6,sws6_9,br,9,113.464696
1685,33-forest-sws6_11,page4-157,forest,parcel wrap,parcel wrap,parcel wrap,wrapping_paper,wrapping_paper.n.01,a tough paper used for wrapping,33,368,368_grid_br.png,sws6,sws6_11,br,30,1851.942118
1686,33-forest-sws6_12,page4-157,forest,tent,tent,tent,tent,tent.n.01,a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs),33,368,368_grid_br.png,sws6,sws6_12,br,15,261.777841
1687,33-forest-sws6_13,page4-157,forest,guard,guard,guard,guard,guard.n.01,a person who keeps watch over something or someone,33,368,368_grid_br.png,sws6,sws6_13,br,25,524.950596
1688,33-forest-sws6_4,page4-157,forest,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,368,368_grid_br.png,sws6,sws6_4,br,34,529.403778
1689,33-forest-sws6_14,page4-157,forest,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,368,368_grid_br.png,sws6,sws6_14,br,21,339.779317
1690,33-kitchen-sws0_11,page4-157,kitchen,Hat,hat,hat,hat,hat.n.01,headdress that protects the head from bad weather; has shaped crown and usually a brim,33,364,364_grid_bl.png,sws0,sws0_11,bl,23,294.757818
1691,33-kitchen-sws0_12,page4-157,kitchen,A stove,stove,stove,stove,stove.n.01,a kitchen appliance used for cooking food,33,364,364_grid_bl.png,sws0,sws0_12,bl,34,311.134943
1692,33-kitchen-sws0_13,page4-157,kitchen,kitchen counter,kitchen counter,kitchen counter,countertop,countertop.n.01,the top side of a counter,33,364,364_grid_bl.png,sws0,sws0_13,bl,8,255.359433
1693,33-kitchen-sws0_7,page4-157,kitchen,a tent,tent,tent,tent,tent.n.01,a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs),33,364,364_grid_bl.png,sws0,sws0_7,bl,34,409.342555
1694,33-kitchen-sws0_9,page4-157,kitchen,curtain,curtain,curtain,curtain,curtain.n.01,hanging cloth used as a blind (especially for a window),33,364,364_grid_bl.png,sws0,sws0_9,bl,1,17.307209
1695,33-kitchen-sws0_0,page4-157,kitchen,tent,tent,tent,tent,tent.n.01,a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs),33,364,364_grid_bl.png,sws0,sws0_0,bl,29,1300.334326
1696,33-kitchen-sws0_10,page4-157,kitchen,An owl but perspective makes one wing look shorter,owl but perspective makes one wing look shorter,owl,owl,owl.n.01,nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,33,364,364_grid_bl.png,sws0,sws0_10,bl,26,528.243867
1697,33-kitchen-sws0_2,page4-157,kitchen,cupboard,cupboard,cupboard,cupboard,cupboard.n.01,a small room (or recess) or cabinet used for storage space,33,364,364_grid_bl.png,sws0,sws0_2,bl,22,241.908309
1698,33-kitchen-sws0_3,page4-157,kitchen,pointy house,pointy house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,364,364_grid_bl.png,sws0,sws0_3,bl,18,1613.565039
1699,33-kitchen-sws0_4,page4-157,kitchen,Living room blueprint,living room blueprint,living room blueprint,blueprint,blueprint.n.01,something intended as a guide for making something else,33,364,364_grid_bl.png,sws0,sws0_4,bl,9,215.872997
1700,33-mountain-sws12_13,page4-157,mountain,ENVELOPE,envelope,envelope,envelope,envelope.n.01,"a flat (usually rectangular) container for a letter, thin package, etc.",33,369,369_grid_tl.png,sws12,sws12_13,tl,1,25.861542
1701,33-mountain-sws12_5,page4-157,mountain,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,369,369_grid_tl.png,sws12,sws12_5,tl,7,110.591213
1702,33-mountain-sws12_6,page4-157,mountain,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,369,369_grid_tl.png,sws12,sws12_6,tl,16,348.312496
1703,33-mountain-sws12_7,page4-157,mountain,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,369,369_grid_tl.png,sws12,sws12_7,tl,25,1286.634836
1704,33-mountain-sws12_8,page4-157,mountain,mountain,mountain,mountain,mountain,mountain.n.01,a land mass that projects well above its surroundings; higher than a hill,33,369,369_grid_tl.png,sws12,sws12_8,tl,23,262.893922
1705,33-mountain-sws12_9,page4-157,mountain,Mountain,mountain,mountain,mountain,mountain.n.01,a land mass that projects well above its surroundings; higher than a hill,33,369,369_grid_tl.png,sws12,sws12_9,tl,25,291.325018
1706,33-mountain-sws12_0,page4-157,mountain,It looks like a mountain,mountain,mountain,mountain,mountain.n.01,a land mass that projects well above its surroundings; higher than a hill,33,369,369_grid_tl.png,sws12,sws12_0,tl,2,83.418232
1707,33-mountain-sws12_1,page4-157,mountain,Box planted into the ground,box,box,box,box.n.01,a (usually rectangular) container; may have a lid,33,369,369_grid_tl.png,sws12,sws12_1,tl,20,327.147979
1708,33-mountain-sws12_2,page4-157,mountain,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,369,369_grid_tl.png,sws12,sws12_2,tl,12,725.836401
1709,33-mountain-sws12_11,page4-157,mountain,indignant person,indignant person,person,person,person.n.01,a human being,33,369,369_grid_tl.png,sws12,sws12_11,tl,34,961.41144
1710,33-none-bws0_11,page4-157,none,rock pokemon,rock pokemon,rock pokemon,fictional_character,fictional_character.n.01,an imaginary person represented in a work of fiction (play or film or story),33,363,363_grid_tr.png,bws0,bws0_11,tr,32,308.508114
1711,33-none-bws0_5,page4-157,none,rocket,rocket,rocket,rocket,rocket.n.01,any vehicle self-propelled by a rocket engine,33,363,363_grid_tr.png,bws0,bws0_5,tr,5,51.806029
1712,33-none-bws0_6,page4-157,none,bird person,bird person,bird person,bird,bird.n.01,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,33,363,363_grid_tr.png,bws0,bws0_6,tr,17,252.735507
1713,33-none-bws0_7,page4-157,none,person hiding behind their arms,person hiding behind their arms,person,person,person.n.01,a human being,33,363,363_grid_tr.png,bws0,bws0_7,tr,36,301.166278
1714,33-none-bws0_8,page4-157,none,"House on risers, jacket with hood.",house on risers / jacket with hood.,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,363,363_grid_tr.png,bws0,bws0_8,tr,0,0.0
1715,33-none-bws0_0,page4-157,none,SHED,shed,shed,shed,shed.n.01,an outbuilding with a single story; used for shelter or storage,33,363,363_grid_tr.png,bws0,bws0_0,tr,19,849.752047
1716,33-none-bws0_1,page4-157,none,upside down cat ,cat,cat,cat,cat.n.01,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats,33,363,363_grid_tr.png,bws0,bws0_1,tr,1,32.780399
1717,33-none-bws0_10,page4-157,none,the rear of a person,rear of a person,person,person,person.n.01,a human being,33,363,363_grid_tr.png,bws0,bws0_10,tr,10,170.846603
1718,33-none-bws0_3,page4-157,none,House,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,363,363_grid_tr.png,bws0,bws0_3,tr,13,209.234483
1719,33-none-bws0_4,page4-157,none,hat,hat,hat,hat,hat.n.01,headdress that protects the head from bad weather; has shaped crown and usually a brim,33,363,363_grid_tr.png,bws0,bws0_4,tr,3,24.55341
1720,33-office-sws14_16,page4-157,office,bat (animal),bat (animal),bat,bat,bat.n.01,nocturnal mouselike mammal with forelimbs modified to form membranous wings and anatomical adaptations for echolocation by which they navigate,33,367,367_grid_br.png,sws14,sws14_16,br,12,178.181425
1721,33-office-sws14_21,page4-157,office,teepee hut,teepee hut,teepee,tepee,tepee.n.01,a Native American tent; usually of conical shape,33,367,367_grid_br.png,sws14,sws14_21,br,11,216.887669
1722,33-office-sws14_6,page4-157,office,Building,building,building,building,building.n.01,a structure that has a roof and walls and stands more or less permanently in one place,33,367,367_grid_br.png,sws14,sws14_6,br,25,227.448907
1723,33-office-sws14_7,page4-157,office,serving cloche on table,serving cloche on table,cloche,cloche,cloche.n.01,a low transparent cover put over young plants to protect them from cold,33,367,367_grid_br.png,sws14,sws14_7,br,33,915.398231
1724,33-office-sws14_9,page4-157,office,table with paperweight,table with paperweight,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,33,367,367_grid_br.png,sws14,sws14_9,br,8,116.041699
1725,33-office-sws14_12,page4-157,office,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,367,367_grid_br.png,sws14,sws14_12,br,10,140.014665
1726,33-office-sws14_13,page4-157,office,table,table,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,33,367,367_grid_br.png,sws14,sws14_13,br,22,1121.466851
1727,33-office-sws14_14,page4-157,office,Small bird,small bird,bird,bird,bird.n.01,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,33,367,367_grid_br.png,sws14,sws14_14,br,20,489.808744
1728,33-office-sws14_15,page4-157,office,I see a person wearing a cape,person wearing cape,person,person,person.n.01,a human being,33,367,367_grid_br.png,sws14,sws14_15,br,31,497.934752
1729,33-office-sws14_2,page4-157,office,chair,chair,chair,chair,chair.n.01,"a seat for one person, with a support for the back",33,367,367_grid_br.png,sws14,sws14_2,br,21,364.13787
1730,33-sea_bottom-sws4_12,page4-157,sea_bottom,mountain island,mountain island,mountain island,island,island.n.01,a land mass (smaller than a continent) that is surrounded by water,33,373,373_grid_br.png,sws4,sws4_12,br,35,552.833487
1731,33-sea_bottom-sws4_5,page4-157,sea_bottom,Tent,tent,tent,tent,tent.n.01,a portable shelter (usually of canvas stretched over supporting poles and fastened to the ground with ropes and pegs),33,373,373_grid_br.png,sws4,sws4_5,br,36,2036.225432
1732,33-sea_bottom-sws4_6,page4-157,sea_bottom,A table,table,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,33,373,373_grid_br.png,sws4,sws4_6,br,36,863.787919
1733,33-sea_bottom-sws4_8,page4-157,sea_bottom,vase,vase,vase,vase,vase.n.01,an open jar of glass or porcelain used as an ornament or to hold flowers,33,373,373_grid_br.png,sws4,sws4_8,br,27,315.778013
1734,33-sea_bottom-sws4_9,page4-157,sea_bottom,submarine,submarine,submarine,submarine,submarine.n.01,a submersible warship usually armed with torpedoes,33,373,373_grid_br.png,sws4,sws4_9,br,8,181.921197
1735,33-sea_bottom-sws4_0,page4-157,sea_bottom,a house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,373,373_grid_br.png,sws4,sws4_0,br,7,210.470222
1736,33-sea_bottom-sws4_1,page4-157,sea_bottom,"house

",house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,373,373_grid_br.png,sws4,sws4_1,br,0,0.0
1737,33-sea_bottom-sws4_10,page4-157,sea_bottom,fish,fish,fish,fish,fish.n.01,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,33,373,373_grid_br.png,sws4,sws4_10,br,11,202.091865
1738,33-sea_bottom-sws4_2,page4-157,sea_bottom,vampire bat,vampire bat,bat,bat,bat.n.01,nocturnal mouselike mammal with forelimbs modified to form membranous wings and anatomical adaptations for echolocation by which they navigate,33,373,373_grid_br.png,sws4,sws4_2,br,12,158.62595
1739,33-sea_bottom-sws4_3,page4-157,sea_bottom,table with centerpiece,table with centerpiece,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,33,373,373_grid_br.png,sws4,sws4_3,br,24,388.468762
1740,33-sky-sws8_16,page4-157,sky,blue mailbox,blue mailbox,mailbox,mailbox,mailbox.n.01,a private box for delivery of mail,33,372,372_grid_tr.png,sws8,sws8_16,tr,21,297.682151
1741,33-sky-sws8_6,page4-157,sky,spaceship,spaceship,spaceship,starship,starship.n.01,a spacecraft designed to carry a crew into interstellar space (especially in science fiction),33,372,372_grid_tr.png,sws8,sws8_6,tr,4,84.569232
1742,33-sky-sws8_7,page4-157,sky,Clouds,clouds,clouds,cloud,cloud.n.01,"any collection of particles (e.g., smoke or dust) or gases that is visible",33,372,372_grid_tr.png,sws8,sws8_7,tr,6,165.728618
1743,33-sky-sws8_8,page4-157,sky,Sneaky figure,sneaky figure,figure,figure,figure.n.04,a model of a bodily form (especially of a person),33,372,372_grid_tr.png,sws8,sws8_8,tr,20,353.663885
1744,33-sky-sws8_9,page4-157,sky,a house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,372,372_grid_tr.png,sws8,sws8_9,tr,16,150.583488
1745,33-sky-sws8_0,page4-157,sky,clouds,clouds,clouds,cloud,cloud.n.01,"any collection of particles (e.g., smoke or dust) or gases that is visible",33,372,372_grid_tr.png,sws8,sws8_0,tr,11,146.210321
1746,33-sky-sws8_11,page4-157,sky,origami,origami,origami,origami,origami.n.01,"the Japanese art of folding paper into shapes representing objects (e.g., flowers or birds)",33,372,372_grid_tr.png,sws8,sws8_11,tr,8,114.965076
1747,33-sky-sws8_13,page4-157,sky,Spaceship,spaceship,spaceship,starship,starship.n.01,a spacecraft designed to carry a crew into interstellar space (especially in science fiction),33,372,372_grid_tr.png,sws8,sws8_13,tr,26,220.280481
1748,33-sky-sws8_3,page4-157,sky,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,372,372_grid_tr.png,sws8,sws8_3,tr,25,267.262668
1749,33-sky-sws8_15,page4-157,sky,rocket ship,rocket ship,rocket ship,rocket,rocket.n.01,any vehicle self-propelled by a rocket engine,33,372,372_grid_tr.png,sws8,sws8_15,tr,31,222.210094
1750,33-street-sws10_11,page4-157,street,"chimney, outdoor chimney",chimney / outdoor chimney,chimney,chimney,chimney.n.01,a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building,33,371,371_grid_tr.png,sws10,sws10_11,tr,29,2085.635214
1751,33-street-sws10_12,page4-157,street,dog's head with floppy ears,dog's head with floppy ears,dogs head,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,33,371,371_grid_tr.png,sws10,sws10_12,tr,6,159.406638
1752,33-street-sws10_5,page4-157,street,toilet,toilet,toilet,toilet,toilet.n.02,a plumbing fixture for defecation and urination,33,371,371_grid_tr.png,sws10,sws10_5,tr,0,0.0
1753,33-street-sws10_8,page4-157,street,rocketship,rocketship,rocketship,rocket,rocket.n.01,any vehicle self-propelled by a rocket engine,33,371,371_grid_tr.png,sws10,sws10_8,tr,5,76.400447
1754,33-street-sws10_9,page4-157,street,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,371,371_grid_tr.png,sws10,sws10_9,tr,6,57.250084
1755,33-street-sws10_0,page4-157,street,a building,building,building,building,building.n.01,a structure that has a roof and walls and stands more or less permanently in one place,33,371,371_grid_tr.png,sws10,sws10_0,tr,34,1227.244656
1756,33-street-sws10_1,page4-157,street,house,house,house,house,house.n.01,a dwelling that serves as living quarters for one or more families,33,371,371_grid_tr.png,sws10,sws10_1,tr,15,322.199671
1757,33-street-sws10_10,page4-157,street,spaceship,spaceship,spaceship,starship,starship.n.01,a spacecraft designed to carry a crew into interstellar space (especially in science fiction),33,371,371_grid_tr.png,sws10,sws10_10,tr,17,149.743476
1758,33-street-sws10_2,page4-157,street,rocket,rocket,rocket,rocket,rocket.n.01,any vehicle self-propelled by a rocket engine,33,371,371_grid_tr.png,sws10,sws10_2,tr,25,785.232136
1759,33-street-sws10_4,page4-157,street,tavern,tavern,tavern,tavern,tavern.n.01,a building with a bar that is licensed to sell alcoholic drinks,33,371,371_grid_tr.png,sws10,sws10_4,tr,15,231.182217
1760,36-bathroom-sws10_11,page4-93,bathroom,"toilet, urinal, flush toilet",toilet / urinal / flush toilet,toilet,toilet,toilet.n.02,a plumbing fixture for defecation and urination,36,398,398_grid_tl.png,sws10,sws10_11,tl,8,620.254585
1761,36-bathroom-sws10_12,page4-93,bathroom,Dog's head with perky ears,dog's head with perky ears,dogs head,dog,dog.n.01,a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds,36,398,398_grid_tl.png,sws10,sws10_12,tl,10,264.846599
1762,36-bathroom-sws10_5,page4-93,bathroom,helmet,helmet,helmet,helmet,helmet.n.01,armor plate that protects the head,36,398,398_grid_tl.png,sws10,sws10_5,tl,3,65.975769
1763,36-bathroom-sws10_8,page4-93,bathroom,people hugging,people hugging,people,people,people.n.01,(plural) any group of human beings (men or women or children) collectively,36,398,398_grid_tl.png,sws10,sws10_8,tl,21,370.433044
1764,36-bathroom-sws10_9,page4-93,bathroom,2 people hugging,2 people hugging,people,people,people.n.01,(plural) any group of human beings (men or women or children) collectively,36,398,398_grid_tl.png,sws10,sws10_9,tl,5,51.86609
1765,36-bathroom-sws10_0,page4-93,bathroom,a toilet backtop,toilet backtop,toilet backtop,tank,tank.n.02,a large (usually metallic) vessel for holding gases or liquids,36,398,398_grid_tl.png,sws10,sws10_0,tl,4,138.301597
1766,36-bathroom-sws10_1,page4-93,bathroom,table,table,table,table,table.n.01,a set of data arranged in rows and columns,36,398,398_grid_tl.png,sws10,sws10_1,tl,28,558.999194
1767,36-bathroom-sws10_10,page4-93,bathroom,helmet,helmet,helmet,helmet,helmet.n.01,armor plate that protects the head,36,398,398_grid_tl.png,sws10,sws10_10,tl,26,224.933385
1768,36-bathroom-sws10_2,page4-93,bathroom,rabit,rabit,rabit,rabbit,rabbit.n.01,any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food,36,398,398_grid_tl.png,sws10,sws10_2,tl,10,464.627154
1769,36-bathroom-sws10_4,page4-93,bathroom,top of sand castle,top of sand castle,sand castle,sculpture,sculpture.n.02,creating figures or designs in three dimensions,36,398,398_grid_tl.png,sws10,sws10_4,tl,4,59.398906
1770,36-beach-sws14_16,page4-93,beach,catamaran,catamaran,catamaran,catamaran,catamaran.n.01,a sailboat with two parallel hulls held together by single deck,36,403,403_grid_tr.png,sws14,sws14_16,tr,13,195.204841
1771,36-beach-sws14_21,page4-93,beach,passage way,passage way,passage way,passage,passage.n.07,a path or channel or duct through or along which something may pass,36,403,403_grid_tr.png,sws14,sws14_21,tr,17,288.131574
1772,36-beach-sws14_6,page4-93,beach,Table,table,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,36,403,403_grid_tr.png,sws14,sws14_6,tr,1,7.410077
1773,36-beach-sws14_7,page4-93,beach,menus on a table,menus on a table,menus,menu,menu.n.01,a list of dishes available at a restaurant,36,403,403_grid_tr.png,sws14,sws14_7,tr,23,681.697829
1774,36-beach-sws14_9,page4-93,beach,two people with flowing sleeves,two people with flowing sleeves,people,people,people.n.01,(plural) any group of human beings (men or women or children) collectively,36,403,403_grid_tr.png,sws14,sws14_9,tr,34,879.583216
1775,36-beach-sws14_12,page4-93,beach,hugging,hugging,hugging,hug,hug.n.01,a tight or amorous embrace,36,403,403_grid_tr.png,sws14,sws14_12,tr,25,364.58328
1776,36-beach-sws14_13,page4-93,beach,apartment,apartment,apartment,apartment,apartment.n.01,a suite of rooms usually on one floor of an apartment house,36,403,403_grid_tr.png,sws14,sws14_13,tr,9,380.899363
1777,36-beach-sws14_14,page4-93,beach,Crab's head,crab's head,head,head,head.n.01,the upper part of the human body or the front part of the body in animals; contains the face and brains,36,403,403_grid_tr.png,sws14,sws14_14,tr,33,733.663739
1778,36-beach-sws14_15,page4-93,beach,I see batmans mask,batmans mask,mask,mask,mask.n.01,a covering to disguise or conceal the face,36,403,403_grid_tr.png,sws14,sws14_15,tr,35,536.379519
1779,36-beach-sws14_2,page4-93,beach,"crab

",crab,crab,crab,crab.n.01,decapod having eyes on short stalks and a broad flattened carapace with a small abdomen folded under the thorax and pincers,36,403,403_grid_tr.png,sws14,sws14_2,tr,6,99.140628
1780,36-bedroom-sws6_17,page4-93,bedroom,a table with a cloth on it and two chair showing behind it,table with a cloth on it and two chair showing behind it,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,36,399,399_grid_tl.png,sws6,sws6_17,tl,21,855.473661
1781,36-bedroom-sws6_19,page4-93,bedroom,Bear,bear,bear,bear,bear.n.01,massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws,36,399,399_grid_tl.png,sws6,sws6_19,tl,25,794.604424
1782,36-bedroom-sws6_23,page4-93,bedroom,table,table,table,table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,36,399,399_grid_tl.png,sws6,sws6_23,tl,12,242.946488
1783,36-bedroom-sws6_5,page4-93,bedroom,People talking,people talking,people,people,people.n.01,(plural) any group of human beings (men or women or children) collectively,36,399,399_grid_tl.png,sws6,sws6_5,tl,27,397.098501
1784,36-bedroom-sws6_9,page4-93,bedroom,Origami,origami,origami,origami,origami.n.01,"the Japanese art of folding paper into shapes representing objects (e.g., flowers or birds)",36,399,399_grid_tl.png,sws6,sws6_9,tl,30,360.246784
1785,36-bedroom-sws6_11,page4-93,bedroom,a cat,cat,cat,cat,cat.n.01,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats,36,399,399_grid_tl.png,sws6,sws6_11,tl,36,2173.396925
1786,36-bedroom-sws6_12,page4-93,bedroom,bear face,bear,bear,bear,bear.n.01,massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws,36,399,399_grid_tl.png,sws6,sws6_12,tl,19,405.7606
1787,36-bedroom-sws6_13,page4-93,bedroom,two people hugging,two people hugging,people,people,people.n.01,(plural) any group of human beings (men or women or children) collectively,36,399,399_grid_tl.png,sws6,sws6_13,tl,33,724.547248
1788,36-bedroom-sws6_4,page4-93,bedroom,bed and blankets,bed and blankets,bed,bed,bed.n.01,a piece of furniture that provides a place to sleep,36,399,399_grid_tl.png,sws6,sws6_4,tl,32,504.277702
1789,36-bedroom-sws6_14,page4-93,bedroom,castle,castle,castle,palace,palace.n.01,a large and stately mansion,36,399,399_grid_tl.png,sws6,sws6_14,tl,3,37.411068
1790,36-forest-sws8_16,page4-93,forest,people about to hug,people about to hug,people,people,people.n.01,(plural) any group of human beings (men or women or children) collectively,36,401,401_grid_tr.png,sws8,sws8_16,tr,9,148.695981
1791,36-forest-sws8_6,page4-93,forest,Face of bear,face of bear,face,face,face.n.01,the front of the human head from the forehead to the chin and ear to ear,36,401,401_grid_tr.png,sws8,sws8_6,tr,0,0.0
1792,36-forest-sws8_7,page4-93,forest,Animal,animal,animal,animal,animal.n.01,a living organism characterized by voluntary movement,36,401,401_grid_tr.png,sws8,sws8_7,tr,29,676.0732
1793,36-forest-sws8_8,page4-93,forest,Mask,mask,mask,mask,mask.n.01,a covering to disguise or conceal the face,36,401,401_grid_tr.png,sws8,sws8_8,tr,7,115.195882
1794,36-forest-sws8_9,page4-93,forest,table,table,table,table,table.n.01,a set of data arranged in rows and columns,36,401,401_grid_tr.png,sws8,sws8_9,tr,10,95.724691
1795,36-forest-sws8_0,page4-93,forest,forest,forest,forest,forest,forest.n.01,the trees and other plants in a large densely wooded area,36,401,401_grid_tr.png,sws8,sws8_0,tr,12,154.0331
1796,36-forest-sws8_11,page4-93,forest,two people hugging,two people hugging,people,people,people.n.01,(plural) any group of human beings (men or women or children) collectively,36,401,401_grid_tr.png,sws8,sws8_11,tr,9,128.644331
1797,36-forest-sws8_13,page4-93,forest,Hug,hug,hug,hug,hug.n.01,a tight or amorous embrace,36,401,401_grid_tr.png,sws8,sws8_13,tr,34,267.885232
1798,36-forest-sws8_3,page4-93,forest,game controller,controller,controller,control,control.n.09,a mechanism that controls the operation of a machine,36,401,401_grid_tr.png,sws8,sws8_3,tr,35,372.08016
1799,36-forest-sws8_15,page4-93,forest,spaceship,spaceship,spaceship,starship,starship.n.01,a spacecraft designed to carry a crew into interstellar space (especially in science fiction),36,401,401_grid_tr.png,sws8,sws8_15,tr,4,34.538817
1800,36-kitchen-sws16_15,page4-93,kitchen,kitchen towels,kitchen towels,towels,towel,towel.n.01,a rectangular piece of absorbent cloth (or paper) for drying or wiping,36,397,397_grid_tl.png,sws16,sws16_15,tl,25,594.285834
1801,36-kitchen-sws16_11,page4-93,kitchen,couple holding hands,couple holding hands,couple,couple,couple.n.01,a pair who associate with one another,36,397,397_grid_tl.png,sws16,sws16_11,tl,10,83.744466
1802,36-kitchen-sws16_12,page4-93,kitchen,people talking,people talking,people,people,people.n.01,(plural) any group of human beings (men or women or children) collectively,36,397,397_grid_tl.png,sws16,sws16_12,tl,24,248.316932
1803,36-kitchen-sws16_6,page4-93,kitchen,H,h,letter h,H,h.n.04,the 8th letter of the Roman alphabet,36,397,397_grid_tl.png,sws16,sws16_6,tl,5,74.836227
1804,36-kitchen-sws16_8,page4-93,kitchen,The tangram looks like a bridge,bridge,bridge,bridge,bridge.n.01,a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.,36,397,397_grid_tl.png,sws16,sws16_8,tl,10,430.492945
1805,36-kitchen-sws16_9,page4-93,kitchen,A bears head with its ears sticking straight up on top of its head,bears head with its ears sticking straight up on top of its head,bears head,bear,bear.n.01,massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws,36,397,397_grid_tl.png,sws16,sws16_9,tl,26,1138.584084
1806,36-kitchen-sws16_0,page4-93,kitchen,Looks like a crab,crab,crab,crab,crab.n.01,decapod having eyes on short stalks and a broad flattened carapace with a small abdomen folded under the thorax and pincers,36,397,397_grid_tl.png,sws16,sws16_0,tl,29,417.587668
1807,36-kitchen-sws16_10,page4-93,kitchen,"Hugging
",hugging,hugging,hug,hug.n.01,a tight or amorous embrace,36,397,397_grid_tl.png,sws16,sws16_10,tl,13,237.256565
